SimID, NodeID, HashPower, ElectricPower, ElectricityCost, TotalCycles
11,1,8.8582095E10,1383.9736,0.10751399,8.363832813453312E16
11,2,8.08249E10,1387.8018,0.12974991,5.0024568407565926E17
11,3,1.0163971E11,1358.4988,0.15108661,3.718255986832261E17
11,4,7.929042E10,1346.5173,0.025187954,1.964163976893399E17
11,5,8.499611E10,1374.4965,0.051052123,5.035377088142377E17
11,6,7.730405E10,1422.8927,0.099164106,4.310201927388365E17
11,7,8.741412E10,1346.7252,0.054011974,6.977878494245437E17
11,8,9.822959E10,1371.3367,0.04844451,1.0265362696250081E18
11,9,8.440153E10,1403.3077,0.116876885,2.6676428291356262E17
11,10,8.3843056E10,1372.9902,0.12562416,5.991257906638684E17
12,1,8.8582095E10,1383.9736,0.10751399,4.942524792497111E17
12,2,8.08249E10,1387.8018,0.12974991,3.2812097356015206E17
12,3,1.0163971E11,1358.4988,0.15108661,3.278768935725793E17
12,4,7.929042E10,1346.5173,0.025187954,8.428111458838118E16
12,5,8.499611E10,1374.4965,0.051052123,4.825106055676723E17
12,6,7.730405E10,1422.8927,0.099164106,3.003316601413632E17
12,7,8.741412E10,1346.7252,0.054011974,7.918932585504768E15
12,8,9.822959E10,1371.3367,0.04844451,6.65910781530456E17
12,9,8.440153E10,1403.3077,0.116876885,8.908160204588728E17
12,10,8.3843056E10,1372.9902,0.12562416,7.927673643090248E17
13,1,8.8582095E10,1383.9736,0.10751399,5.806205532190802E17
13,2,8.08249E10,1387.8018,0.12974991,4.4293242302880154E17
13,3,1.0163971E11,1358.4988,0.15108661,5.255197792324649E17
13,4,7.929042E10,1346.5173,0.025187954,8.840566729491907E17
13,5,8.499611E10,1374.4965,0.051052123,4.379158652753838E17
13,6,7.730405E10,1422.8927,0.099164106,3.670212488876851E17
13,7,8.741412E10,1346.7252,0.054011974,1.9542711613720986E17
13,8,9.822959E10,1371.3367,0.04844451,2.0424486159499264E16
13,9,8.440153E10,1403.3077,0.116876885,1.0884615281691034E17
13,10,8.3843056E10,1372.9902,0.12562416,9.781068824301404E17
14,1,8.8582095E10,1383.9736,0.10751399,8.05935046465323E17
14,2,8.08249E10,1387.8018,0.12974991,7.64768290588246E17
14,3,1.0163971E11,1358.4988,0.15108661,1.541541002309796E17
14,4,7.929042E10,1346.5173,0.025187954,0.0
14,5,8.499611E10,1374.4965,0.051052123,5.637222660477747E16
14,6,7.730405E10,1422.8927,0.099164106,4.5259946473783296E17
14,7,8.741412E10,1346.7252,0.054011974,7.672759561922724E17
14,8,9.822959E10,1371.3367,0.04844451,1.039823098936361E18
14,9,8.440153E10,1403.3077,0.116876885,4.549032244238008E17
14,10,8.3843056E10,1372.9902,0.12562416,5.983904032230605E16
15,1,8.8582095E10,1383.9736,0.10751399,7.016323758267433E17
15,2,8.08249E10,1387.8018,0.12974991,0.0
15,3,1.0163971E11,1358.4988,0.15108661,3.828331791324037E17
15,4,7.929042E10,1346.5173,0.025187954,9.998642124301271E17
15,5,8.499611E10,1374.4965,0.051052123,7.474341382962381E17
15,6,7.730405E10,1422.8927,0.099164106,6.715516787090227E17
15,7,8.741412E10,1346.7252,0.054011974,9.487724084384072E17
15,8,9.822959E10,1371.3367,0.04844451,6.017760914943181E17
15,9,8.440153E10,1403.3077,0.116876885,1.0546839519290081E18
15,10,8.3843056E10,1372.9902,0.12562416,5.585077708415304E17
