SimID, NodeID, HashPower, ElectricPower, ElectricityCost, TotalCycles
6,1,8.8582095E10,1383.9736,0.10751399,5.0375282034006426E17
6,2,8.08249E10,1387.8018,0.12974991,7.090774277918474E17
6,3,1.0163971E11,1358.4988,0.15108661,3.846955235144008E17
6,4,7.929042E10,1346.5173,0.025187954,6.727143299734897E17
6,5,8.499611E10,1374.4965,0.051052123,2.793380234277683E16
6,6,7.730405E10,1422.8927,0.099164106,2.9809169787961344E17
6,7,8.741412E10,1346.7252,0.054011974,9.106393096047739E17
6,8,9.822959E10,1371.3367,0.04844451,7.867869113560351E17
6,9,8.440153E10,1403.3077,0.116876885,6.514319311045263E17
6,10,8.3843056E10,1372.9902,0.12562416,4.8871932663844045E17
7,1,8.8582095E10,1383.9736,0.10751399,8.311496740175217E17
7,2,8.08249E10,1387.8018,0.12974991,9.19129142573269E17
7,3,1.0163971E11,1358.4988,0.15108661,1.7339398888404582E17
7,4,7.929042E10,1346.5173,0.025187954,5.052504316551168E16
7,5,8.499611E10,1374.4965,0.051052123,9.415112014538179E17
7,6,7.730405E10,1422.8927,0.099164106,7.256993031652147E17
7,7,8.741412E10,1346.7252,0.054011974,0.0
7,8,9.822959E10,1371.3367,0.04844451,0.0
7,9,8.440153E10,1403.3077,0.116876885,8.471270038849782E17
7,10,8.3843056E10,1372.9902,0.12562416,6.396337245541827E17
8,1,8.8582095E10,1383.9736,0.10751399,3.437848955527168E17
8,2,8.08249E10,1387.8018,0.12974991,2.699026352648192E17
8,3,1.0163971E11,1358.4988,0.15108661,4.368195169523712E17
8,4,7.929042E10,1346.5173,0.025187954,0.0
8,5,8.499611E10,1374.4965,0.051052123,2.7422542227175834E17
8,6,7.730405E10,1422.8927,0.099164106,9.669487118826701E17
8,7,8.741412E10,1346.7252,0.054011974,9.937099972359537E17
8,8,9.822959E10,1371.3367,0.04844451,5.639011183046492E17
8,9,8.440153E10,1403.3077,0.116876885,4.849854485270446E17
8,10,8.3843056E10,1372.9902,0.12562416,2.7886015843159245E17
9,1,8.8582095E10,1383.9736,0.10751399,1.657099933395845E17
9,2,8.08249E10,1387.8018,0.12974991,3.716785637733581E17
9,3,1.0163971E11,1358.4988,0.15108661,1.541541002309796E17
9,4,7.929042E10,1346.5173,0.025187954,0.0
9,5,8.499611E10,1374.4965,0.051052123,6.460801840994877E17
9,6,7.730405E10,1422.8927,0.099164106,2.1088793238700032E17
9,7,8.741412E10,1346.7252,0.054011974,8.998680542690509E17
9,8,9.822959E10,1371.3367,0.04844451,2.3151722730604954E17
9,9,8.440153E10,1403.3077,0.116876885,8.377224791333437E17
9,10,8.3843056E10,1372.9902,0.12562416,6.609718660515103E17
10,1,8.8582095E10,1383.9736,0.10751399,4.295818807566008E17
10,2,8.08249E10,1387.8018,0.12974991,2.4338834958404813E17
10,3,1.0163971E11,1358.4988,0.15108661,5.693194805301985E17
10,4,7.929042E10,1346.5173,0.025187954,0.0
10,5,8.499611E10,1374.4965,0.051052123,3.45417996012372E17
10,6,7.730405E10,1422.8927,0.099164106,8.106884621257114E17
10,7,8.741412E10,1346.7252,0.054011974,3.093866321981358E17
10,8,9.822959E10,1371.3367,0.04844451,1.0012569823369298E18
10,9,8.440153E10,1403.3077,0.116876885,8.353582235077018E16
10,10,8.3843056E10,1372.9902,0.12562416,5.585077708415304E17
