8.006753E11,3.431466E11
8.138646E11,3.4879914E11
8.315044E11,3.5635905E11
8.1154186E11,3.4780368E11
8.1575104E11,3.4960762E11
8.0971176E11,3.4701935E11
8.367836E11,3.5862154E11
8.078016E11,3.462007E11
7.8661314E11,3.3711994E11
7.900403E11,3.3858873E11
7.831656E11,3.3564243E11
8.1392645E11,3.4882565E11
7.918418E11,3.393608E11
8.088082E11,3.4663213E11
8.066125E11,3.456911E11
8.0720934E11,3.4594688E11
8.095861E11,3.469655E11
8.1745825E11,3.5033927E11
7.917268E11,3.393115E11
8.099404E11,3.4711736E11
8.141777E11,3.4893332E11
8.2956675E11,3.5552864E11
7.6687265E11,3.2865973E11
8.2650137E11,3.542149E11
8.065615E11,3.4566924E11
8.1291425E11,3.4839183E11
8.231709E11,3.5278756E11
8.0519515E11,3.4508367E11
8.011857E11,3.4336535E11
7.817236E11,3.3502446E11
8.044511E11,3.447648E11
7.951495E11,3.407784E11
7.961529E11,3.412084E11
7.889281E11,3.3811205E11
8.2638576E11,3.5416536E11
8.1225875E11,3.481109E11
8.064052E11,3.4560226E11
8.0060036E11,3.4311448E11
8.210029E11,3.5185843E11
7.9003176E11,3.3858506E11
7.988425E11,3.4236108E11
7.7728344E11,3.331215E11
7.8112195E11,3.3476657E11
7.8543893E11,3.3661672E11
7.74816E11,3.3206403E11
