SimID, TxID, Size, Value, NodeID, ArrivalTime, ConflictID, DependencyIDs
235,50,4847.0,4380.1216,2,2934513,-1,-1
235,60,5439.0,3131.9836,27,3332391,-1,-1
235,70,5609.0,3344.6445,2,3840378,-1,-1
235,80,4508.0,3250.9822,29,4321348,-1,-1
235,90,4099.0,4520.857,5,4780752,-1,-1
236,50,4507.0,3944.733,17,2770141,-1,-1
236,60,5519.0,3297.6455,8,3260347,-1,-1
236,70,5167.0,3517.369,4,3943649,-1,-1
236,80,4972.0,3518.2026,13,4866569,-1,-1
236,90,5074.0,3388.1868,25,5370515,-1,-1
237,50,4294.0,3560.9084,25,3251756,-1,-1
237,60,3835.0,4144.532,5,3654850,-1,-1
237,70,4748.0,4586.8096,10,4132374,-1,-1
237,80,4788.0,4213.5522,12,4973562,-1,-1
237,90,5641.0,3214.0356,9,5877916,-1,-1
238,50,5338.0,3692.128,25,3380708,-1,-1
238,60,4640.0,2975.976,4,4337301,-1,-1
238,70,5234.0,3226.4114,7,5039416,-1,-1
238,80,5414.0,3083.4014,22,5447928,-1,-1
238,90,6097.0,3985.6885,4,5988426,-1,-1
239,50,5531.0,3851.3867,26,4428876,-1,-1
239,60,3770.0,3408.7651,19,4783002,-1,-1
239,70,5241.0,4066.7822,7,5602317,-1,-1
239,80,4004.0,3903.1245,27,6153229,-1,-1
239,90,5187.0,3019.3901,20,7083900,-1,-1
240,50,4683.0,3397.979,22,2862437,-1,-1
240,60,5212.0,3180.652,21,3418963,-1,-1
240,70,5203.0,3783.4395,11,4131883,-1,-1
240,80,5347.0,3452.4263,15,5197605,-1,-1
240,90,4961.0,4062.8389,14,5689556,-1,-1
241,50,4541.0,3943.1838,4,2815877,-1,-1
241,60,5043.0,3631.4475,24,3459218,-1,-1
241,70,4721.0,3903.0122,28,4067924,-1,-1
241,80,5804.0,4062.419,2,4873136,-1,-1
241,90,5113.0,3324.3188,12,5467146,-1,-1
242,50,4980.0,3393.3633,3,3541482,-1,-1
242,60,4601.0,4465.792,11,4369290,-1,-1
242,70,4722.0,4207.937,8,4958830,-1,-1
242,80,5520.0,4481.7134,22,5577292,-1,-1
242,90,4993.0,3960.5195,26,6437381,-1,-1
243,50,4977.0,2775.4219,13,2815729,-1,-1
243,60,4654.0,3156.8933,13,3478169,-1,-1
243,70,5035.0,3901.5852,30,3969571,-1,-1
243,80,4206.0,3590.841,6,4356050,-1,-1
243,90,5281.0,3685.3088,19,4889310,-1,-1
244,50,5074.0,4133.716,26,3272904,-1,-1
244,60,4486.0,3622.633,5,3624120,-1,-1
244,70,4495.0,2928.9536,6,4114875,-1,-1
244,80,4191.0,3253.3206,14,5031313,-1,-1
244,90,6254.0,3485.9382,23,5633497,-1,-1
245,50,4969.0,3551.2668,13,2874483,-1,-1
245,60,4025.0,3579.4006,21,3202273,-1,-1
245,70,5473.0,3352.155,4,3796142,-1,-1
245,80,4953.0,3368.8054,26,4495925,-1,-1
245,90,4283.0,3087.0398,25,4926324,-1,-1
246,50,4844.0,3531.9705,1,2977567,-1,-1
246,60,5589.0,3970.5532,27,3513758,-1,-1
246,70,5025.0,3741.7893,10,3953636,-1,-1
246,80,4563.0,3719.847,3,4376565,-1,-1
246,90,6105.0,3686.6694,18,5023852,-1,-1
247,50,5696.0,3373.6804,28,3274994,-1,-1
247,60,4251.0,3504.5903,16,4473031,-1,-1
247,70,4061.0,3460.516,9,5063172,-1,-1
247,80,5574.0,3168.3118,2,5873636,-1,-1
247,90,5295.0,3358.7434,18,6362352,-1,-1
248,50,4981.0,3717.8079,15,3979927,-1,-1
248,60,4863.0,3875.8662,1,4342972,-1,-1
248,70,4214.0,3043.4858,9,4990601,-1,-1
248,80,5487.0,3834.7703,16,5570753,-1,-1
248,90,5309.0,2850.1182,4,6343875,-1,-1
249,50,5291.0,3677.1848,16,3202238,-1,-1
249,60,5504.0,3658.9878,23,3872451,-1,-1
249,70,4939.0,3221.7415,20,4296923,-1,-1
249,80,3743.0,4261.7266,20,4552059,-1,-1
249,90,4603.0,3463.4766,20,4981060,-1,-1
250,50,4860.0,3730.2617,23,2723237,-1,-1
250,60,5518.0,4114.815,9,3334562,-1,-1
250,70,5507.0,3591.2712,27,3951800,-1,-1
250,80,4673.0,3711.9636,3,4477558,-1,-1
250,90,3934.0,4329.1953,2,4802892,-1,-1
251,50,4595.0,3830.2505,15,2612301,-1,-1
251,60,5189.0,3924.639,28,3229613,-1,-1
251,70,4607.0,3788.7524,24,3667002,-1,-1
251,80,5082.0,3291.9663,1,4433264,-1,-1
251,90,5885.0,3300.5112,4,4986712,-1,-1
252,50,5833.0,3916.176,28,2828598,-1,-1
252,60,4849.0,3209.9077,12,3501543,-1,-1
252,70,5178.0,3403.8367,10,4144671,-1,-1
252,80,5585.0,3552.6536,3,4865837,-1,-1
252,90,4972.0,4084.0618,25,5806568,-1,-1
253,50,4636.0,4427.1797,12,2638128,-1,-1
253,60,5336.0,3600.8018,10,3427224,-1,-1
253,70,5063.0,3345.5173,10,4042726,-1,-1
253,80,4438.0,3100.3252,30,4894064,-1,-1
253,90,4829.0,3360.0688,30,5869410,-1,-1
254,50,5215.0,3442.9097,23,2655313,-1,-1
254,60,5299.0,3645.801,1,3053936,-1,-1
254,70,4268.0,3461.5413,5,3726764,-1,-1
254,80,4946.0,3785.6165,25,4414722,-1,-1
254,90,4780.0,3106.5818,18,5372378,-1,-1
255,50,4646.0,3282.3416,18,2646296,-1,-1
255,60,5197.0,4072.6807,8,3307304,-1,-1
255,70,4800.0,4243.5386,1,3985974,-1,-1
255,80,4323.0,3713.0283,6,4803778,-1,-1
255,90,4699.0,4465.8457,30,5446128,-1,-1
256,50,5513.0,3739.241,9,3092351,-1,-1
256,60,4647.0,3642.366,14,3814190,-1,-1
256,70,5966.0,4015.049,25,4380369,-1,-1
256,80,4442.0,3938.9863,15,4736203,-1,-1
256,90,5083.0,3297.7898,19,5289733,-1,-1
257,50,5011.0,3587.313,12,1981137,-1,-1
257,60,5277.0,3196.9922,25,2608060,-1,-1
257,70,5021.0,3910.7822,14,3283237,-1,-1
257,80,3906.0,3882.8755,21,3755309,-1,-1
257,90,5662.0,3558.5535,7,4392628,-1,-1
258,50,5695.0,3524.4187,20,3612659,-1,-1
258,60,4995.0,4241.952,11,3933305,-1,-1
258,70,4708.0,3504.4482,15,4730063,-1,-1
258,80,4966.0,3308.4578,17,5323953,-1,-1
258,90,5095.0,3845.0645,1,5584482,-1,-1
259,50,5902.0,3974.823,15,3441255,-1,-1
259,60,4543.0,3523.6138,29,4030586,-1,-1
259,70,4360.0,3917.5063,10,4732029,-1,-1
259,80,5020.0,3913.0278,16,5137398,-1,-1
259,90,5126.0,3272.79,30,5598409,-1,-1
260,50,4461.0,3865.6143,9,2461228,-1,-1
260,60,4721.0,3841.3965,5,3370635,-1,-1
260,70,4484.0,3797.4663,15,3733781,-1,-1
260,80,4846.0,3886.3142,2,4590309,-1,-1
260,90,5203.0,3729.1582,28,5162338,-1,-1
261,50,5016.0,3514.1633,8,3093301,-1,-1
261,60,4321.0,3873.903,21,3594923,-1,-1
261,70,5614.0,3713.4722,23,4261481,-1,-1
261,80,5816.0,3771.8616,21,4905909,-1,-1
261,90,4127.0,3496.546,14,5275091,-1,-1
262,50,5272.0,2641.122,1,2760514,-1,-1
262,60,4888.0,4007.1436,29,3473856,-1,-1
262,70,4945.0,3808.0103,26,4456861,-1,-1
262,80,5521.0,3440.0159,1,5272591,-1,-1
262,90,5243.0,3569.3943,11,5707198,-1,-1
263,50,4583.0,3771.1748,15,3537951,-1,-1
263,60,5221.0,3589.1536,21,3885286,-1,-1
263,70,5144.0,4414.7305,20,4469758,-1,-1
263,80,4606.0,3856.9988,22,5099438,-1,-1
263,90,5642.0,4246.461,30,5627985,-1,-1
264,50,5047.0,4285.959,23,3087408,-1,-1
264,60,3809.0,3112.037,9,3450943,-1,-1
264,70,5125.0,3437.3518,10,3823868,-1,-1
264,80,4421.0,3569.8545,1,4519873,-1,-1
264,90,5083.0,3287.1404,12,5284586,-1,-1
265,50,5432.0,3039.46,4,3685153,-1,-1
265,60,4567.0,3835.519,11,4381856,-1,-1
265,70,5753.0,3265.8362,26,4714907,-1,-1
265,80,4374.0,3608.1248,27,5635289,-1,-1
265,90,5259.0,3168.1956,17,6233950,-1,-1
266,50,4666.0,3083.6003,16,3419253,-1,-1
266,60,4404.0,3152.5117,13,4286600,-1,-1
266,70,5098.0,3730.3865,4,5025371,-1,-1
266,80,4819.0,3760.2332,16,5508166,-1,-1
266,90,4746.0,3620.4458,6,6030648,-1,-1
267,50,4217.0,4029.9219,17,2861388,-1,-1
267,60,5141.0,4028.8022,5,3126481,-1,-1
267,70,5198.0,4346.1953,20,3714778,-1,-1
267,80,4241.0,3785.4705,13,4409899,-1,-1
267,90,4614.0,3896.1965,4,5200974,-1,-1
268,50,5144.0,3483.62,8,2481013,-1,-1
268,60,5565.0,3756.9167,14,3153152,-1,-1
268,70,4599.0,3468.448,19,3383178,-1,-1
268,80,5474.0,3346.825,8,3932105,-1,-1
268,90,4751.0,3451.9895,15,4645961,-1,-1
269,50,4696.0,3271.9983,30,3475120,-1,-1
269,60,5040.0,4189.1064,8,4084512,-1,-1
269,70,4779.0,3837.5583,8,4890796,-1,-1
269,80,4439.0,3559.524,25,6116095,-1,-1
269,90,3537.0,3748.9785,21,6678146,-1,-1
270,50,5800.0,3439.0469,10,3125195,-1,-1
270,60,5042.0,3156.269,7,3785572,-1,-1
270,70,5332.0,3856.995,8,4534726,-1,-1
270,80,4847.0,3972.003,14,5022228,-1,-1
270,90,4632.0,3629.3435,3,5425000,-1,-1
271,50,5585.0,2906.8203,28,2306101,-1,-1
271,60,5907.0,3785.953,13,2915017,-1,-1
271,70,4038.0,4098.282,6,3424819,-1,-1
271,80,5270.0,3926.7678,25,4039923,-1,-1
271,90,5401.0,3164.6592,2,4733598,-1,-1
272,50,4955.0,4078.9333,14,3451964,-1,-1
272,60,4841.0,4731.4062,6,4110921,-1,-1
272,70,4778.0,3614.0308,13,5064152,-1,-1
272,80,4870.0,2950.2363,9,5361673,-1,-1
272,90,4841.0,3205.3882,17,5757172,-1,-1
273,50,4948.0,3832.9475,17,3085394,-1,-1
273,60,5013.0,3846.4897,13,3850638,-1,-1
273,70,6159.0,3137.3364,23,4631380,-1,-1
273,80,4774.0,3970.5715,21,4965008,-1,-1
273,90,5631.0,4099.599,23,5928896,-1,-1
274,50,5066.0,3187.5288,15,3278273,-1,-1
274,60,5273.0,3394.2478,30,3988829,-1,-1
274,70,5656.0,3205.114,11,4504532,-1,-1
274,80,4879.0,4024.247,26,4942779,-1,-1
274,90,4998.0,3183.269,17,5365192,-1,-1
275,50,5757.0,3636.1162,22,3181957,-1,-1
275,60,5363.0,3648.3857,10,3339232,-1,-1
275,70,4701.0,3325.6772,10,3939615,-1,-1
275,80,4146.0,3527.221,6,4291912,-1,-1
275,90,5451.0,3910.6238,11,5079200,-1,-1
276,50,4793.0,2995.3462,26,3433412,-1,-1
276,60,5029.0,3454.8257,17,3776890,-1,-1
276,70,5316.0,3530.2673,1,4869870,-1,-1
276,80,4427.0,3922.6428,23,5606236,-1,-1
276,90,4269.0,3471.844,25,6007428,-1,-1
277,50,5071.0,3748.8337,10,3139118,-1,-1
277,60,4614.0,3903.0955,1,3781950,-1,-1
277,70,4452.0,4354.214,24,4020261,-1,-1
277,80,5189.0,3626.5142,6,4838529,-1,-1
277,90,4884.0,3559.1887,7,5453585,-1,-1
278,50,5557.0,3303.2974,16,3144952,-1,-1
278,60,5397.0,3704.8062,10,4004379,-1,-1
278,70,4643.0,4051.312,13,4796416,-1,-1
278,80,4601.0,3350.9197,3,5292667,-1,-1
278,90,4377.0,3383.8098,26,5894686,-1,-1
279,50,4823.0,3666.0852,30,3108811,-1,-1
279,60,5521.0,4134.2456,16,3628711,-1,-1
279,70,4436.0,3464.004,18,4354776,-1,-1
279,80,4553.0,3078.514,8,5109696,-1,-1
279,90,4587.0,3422.675,22,6111063,-1,-1
280,50,4723.0,3660.7817,30,3017758,-1,-1
280,60,5499.0,3819.5042,26,3416161,-1,-1
280,70,4531.0,3650.9312,19,3792492,-1,-1
280,80,4547.0,3420.0266,26,4770663,-1,-1
280,90,5243.0,2964.082,5,5356105,-1,-1
281,50,4254.0,3838.2292,15,2503106,-1,-1
281,60,4975.0,2974.9998,25,2908002,-1,-1
281,70,4345.0,3426.7273,23,3303637,-1,-1
281,80,4804.0,3379.6772,14,3839729,-1,-1
281,90,4866.0,3561.4746,16,4363020,-1,-1
282,50,5305.0,3368.7117,20,3025760,-1,-1
282,60,4496.0,3664.4993,19,3308372,-1,-1
282,70,4922.0,2985.353,15,4152189,-1,-1
282,80,4776.0,3771.6191,13,4603645,-1,-1
282,90,5600.0,3496.2822,9,5390155,-1,-1
283,50,4346.0,3961.3726,16,3029228,-1,-1
283,60,5022.0,4109.798,25,3907569,-1,-1
283,70,5243.0,3559.4668,22,4359450,-1,-1
283,80,4330.0,3794.7659,19,4830394,-1,-1
283,90,5468.0,3886.7656,23,5537171,-1,-1
284,50,5130.0,2837.908,21,3225851,-1,-1
284,60,4589.0,3521.7827,19,3797728,-1,-1
284,70,5870.0,3474.8975,24,4452449,-1,-1
284,80,4458.0,3528.4773,30,5204764,-1,-1
284,90,4595.0,4330.085,23,5649455,-1,-1
285,50,5798.0,3539.5176,28,2513428,-1,-1
285,60,5249.0,4311.1636,25,3381734,-1,-1
285,70,5228.0,3486.8838,9,3915933,-1,-1
285,80,4348.0,3835.1787,20,4550291,-1,-1
285,90,4551.0,3958.0112,29,4975094,-1,-1
286,50,4592.0,3592.2742,7,2891208,-1,-1
286,60,5266.0,3413.5054,1,3527195,-1,-1
286,70,4955.0,3272.2197,11,4545610,-1,-1
286,80,5659.0,3304.9846,4,5006442,-1,-1
286,90,4359.0,3507.0823,2,5362192,-1,-1
287,50,5098.0,3848.901,22,2860737,-1,-1
287,60,4789.0,3942.1606,12,3333772,-1,-1
287,70,4518.0,4158.373,3,3932071,-1,-1
287,80,5529.0,3479.7695,11,4780475,-1,-1
287,90,4303.0,3864.6658,29,5136652,-1,-1
288,50,4269.0,3321.4873,30,2559939,-1,-1
288,60,4689.0,3321.378,30,3069332,-1,-1
288,70,5332.0,3551.8704,22,3708647,-1,-1
288,80,4853.0,4191.069,26,4322411,-1,-1
288,90,5497.0,3143.9739,20,4921199,-1,-1
289,50,4380.0,3063.2244,16,2792037,-1,-1
289,60,5647.0,4071.4966,26,3179943,-1,-1
289,70,5490.0,4077.2502,21,4004773,-1,-1
289,80,4924.0,3747.8037,21,4382761,-1,-1
289,90,6245.0,3283.2798,14,5045588,-1,-1
290,50,5194.0,3617.0479,9,2789405,-1,-1
290,60,4997.0,3761.2444,7,3115265,-1,-1
290,70,5762.0,3301.9573,13,4003652,-1,-1
290,80,5621.0,3506.2678,9,4557002,-1,-1
290,90,4683.0,4264.001,7,5095396,-1,-1
291,50,5496.0,3786.0078,5,3459213,-1,-1
291,60,5504.0,3149.9673,30,4017398,-1,-1
291,70,4597.0,3715.3638,14,4985476,-1,-1
291,80,4974.0,3921.1035,17,5596325,-1,-1
291,90,4593.0,3069.828,15,6090133,-1,-1
292,50,5190.0,3399.485,4,2890412,-1,-1
292,60,4861.0,3252.368,10,3311074,-1,-1
292,70,5028.0,4699.6914,15,3858178,-1,-1
292,80,4726.0,3525.6409,24,4310158,-1,-1
292,90,5760.0,3770.928,9,5027091,-1,-1
293,50,4859.0,4060.8303,9,2850600,-1,-1
293,60,4848.0,3200.8333,22,3548981,-1,-1
293,70,5003.0,3498.7915,13,4026318,-1,-1
293,80,5248.0,3618.0244,12,4142208,-1,-1
293,90,4376.0,3428.5789,11,5163470,-1,-1
294,50,4620.0,2947.677,11,3186166,-1,-1
294,60,5725.0,4572.622,25,3913069,-1,-1
294,70,4980.0,3931.136,4,4665962,-1,-1
294,80,5640.0,3794.8179,18,5198857,-1,-1
294,90,5281.0,3433.0698,16,5637943,-1,-1
295,50,5293.0,3553.1865,10,2975379,-1,-1
295,60,4729.0,3394.9102,22,3508015,-1,-1
295,70,4649.0,3970.1873,17,3839982,-1,-1
295,80,4576.0,3623.892,21,4542158,-1,-1
295,90,5827.0,3455.474,29,4966983,-1,-1
296,50,4890.0,3720.2092,13,3293209,-1,-1
296,60,4854.0,3839.5298,12,3807131,-1,-1
296,70,4796.0,3790.129,4,4535870,-1,-1
296,80,5251.0,3095.3079,24,5029682,-1,-1
296,90,6008.0,3408.0244,12,5375442,-1,-1
297,50,5384.0,2991.0823,1,3697937,-1,-1
297,60,5695.0,3601.6633,29,4104958,-1,-1
297,70,5509.0,2935.569,17,4551843,-1,-1
297,80,4587.0,3759.419,3,5028532,-1,-1
297,90,5088.0,4030.9736,5,5700297,-1,-1
298,50,5422.0,3736.6692,22,2923539,-1,-1
298,60,5110.0,3981.5542,27,3846372,-1,-1
298,70,4748.0,3481.9946,12,4711932,-1,-1
298,80,4822.0,3312.8645,27,5341763,-1,-1
298,90,4646.0,4047.1167,28,5940496,-1,-1
299,50,4632.0,3739.726,24,2545105,-1,-1
299,60,5897.0,4026.102,3,3026934,-1,-1
299,70,5216.0,3273.449,15,3437488,-1,-1
299,80,4761.0,3904.7195,4,4024795,-1,-1
299,90,5858.0,4112.8994,30,4399491,-1,-1
300,50,5391.0,3392.3894,19,3577770,-1,-1
300,60,5047.0,3887.0713,14,4187290,-1,-1
300,70,4579.0,3586.1338,4,5124173,-1,-1
300,80,5019.0,2857.2505,28,5621785,-1,-1
300,90,4316.0,3493.348,10,6144952,-1,-1
301,50,5860.0,3667.029,8,2400129,-1,-1
301,60,4543.0,3663.143,4,3402207,-1,-1
301,70,4182.0,3880.229,20,3959338,-1,-1
301,80,4573.0,4077.898,1,4370217,-1,-1
301,90,5429.0,4274.986,18,4852558,-1,-1
302,50,5240.0,3806.3364,4,3629188,-1,-1
302,60,4906.0,4134.7505,30,4194341,-1,-1
302,70,4947.0,3766.4111,6,4981052,-1,-1
302,80,5275.0,3398.7686,6,5583328,-1,-1
302,90,4391.0,3433.837,14,6198581,-1,-1
303,50,4794.0,4530.0703,22,3053738,-1,-1
303,60,5035.0,3550.2522,18,3762221,-1,-1
303,70,4577.0,3481.6558,7,4647892,-1,-1
303,80,5134.0,3717.631,28,5254391,-1,-1
303,90,6005.0,3907.7185,30,6016370,-1,-1
304,50,4701.0,3481.269,20,2940429,-1,-1
304,60,5522.0,4460.8896,3,3371723,-1,-1
304,70,5467.0,3630.546,13,3860984,-1,-1
304,80,4923.0,4106.961,29,4273479,-1,-1
304,90,5334.0,3347.1672,17,4696039,-1,-1
305,50,4820.0,3979.5627,22,2043801,-1,-1
305,60,4547.0,3005.629,19,2670204,-1,-1
305,70,4386.0,3650.1196,2,3446618,-1,-1
305,80,5784.0,4111.8823,15,4010393,-1,-1
305,90,5433.0,3532.9175,15,4821174,-1,-1
306,50,4335.0,3308.2515,13,3120463,-1,-1
306,60,5199.0,3648.8853,17,3677635,-1,-1
306,70,4887.0,4114.223,21,4424577,-1,-1
306,80,4544.0,3526.5225,26,5044389,-1,-1
306,90,4999.0,4025.4417,4,5715950,-1,-1
307,50,4063.0,3107.818,22,3861873,-1,-1
307,60,5456.0,4420.5806,27,4839379,-1,-1
307,70,5209.0,3520.2625,12,5418950,-1,-1
307,80,4380.0,4048.4434,23,6142904,-1,-1
307,90,5380.0,3611.3667,16,6741946,-1,-1
308,50,5109.0,4039.0986,23,3058161,-1,-1
308,60,5210.0,3689.3906,20,3764416,-1,-1
308,70,4402.0,4156.372,24,4195853,-1,-1
308,80,4994.0,3615.0425,8,4469786,-1,-1
308,90,5486.0,3483.9897,19,4993575,-1,-1
309,50,4359.0,3203.9617,20,2714197,-1,-1
309,60,5575.0,3480.2456,20,3076073,-1,-1
309,70,5638.0,2922.9343,7,3515595,-1,-1
309,80,5154.0,3840.1802,22,4108698,-1,-1
309,90,5175.0,3647.8132,14,4920977,-1,-1
310,50,5756.0,4010.771,7,3049561,-1,-1
310,60,4772.0,3204.402,26,3666846,-1,-1
310,70,5054.0,3792.4385,9,4388562,-1,-1
310,80,5411.0,3824.2583,26,4917305,-1,-1
310,90,5891.0,3386.6301,13,5392980,-1,-1
311,50,4700.0,3153.6357,16,2969178,-1,-1
311,60,3901.0,3477.5144,28,3500628,-1,-1
311,70,4956.0,3895.7996,5,4192585,-1,-1
311,80,5522.0,3297.667,7,4521960,-1,-1
311,90,4952.0,3455.1318,5,4996320,-1,-1
312,50,4452.0,4051.44,27,2590268,-1,-1
312,60,5070.0,4126.174,10,3342596,-1,-1
312,70,5208.0,3745.2104,28,4115652,-1,-1
312,80,4563.0,3808.4375,30,4557732,-1,-1
312,90,5067.0,4179.5474,21,4877163,-1,-1
313,50,4905.0,3655.3057,20,2311491,-1,-1
313,60,5358.0,3410.8816,27,3248978,-1,-1
313,70,5062.0,3633.2563,18,3913713,-1,-1
313,80,5065.0,3889.1123,2,4313850,-1,-1
313,90,5242.0,3697.341,19,4861212,-1,-1
314,50,5211.0,3216.8992,18,3380130,-1,-1
314,60,5742.0,4130.5625,12,3981348,-1,-1
314,70,5725.0,3964.8933,27,4458535,-1,-1
314,80,4378.0,3804.6763,5,5089387,-1,-1
314,90,6107.0,3345.6533,1,5404885,-1,-1
315,50,5228.0,3835.8337,2,3101151,-1,-1
315,60,5178.0,3915.4067,26,3568547,-1,-1
315,70,4271.0,3703.93,11,3959769,-1,-1
315,80,4529.0,4081.484,27,4559386,-1,-1
315,90,4452.0,3879.7908,16,5440369,-1,-1
316,50,4611.0,3791.9622,24,2836475,-1,-1
316,60,4112.0,3375.0037,9,3484992,-1,-1
316,70,4831.0,4467.2607,22,3957412,-1,-1
316,80,6190.0,3984.5962,19,4837392,-1,-1
316,90,4953.0,3002.4119,2,5393166,-1,-1
317,50,6075.0,3370.07,14,3220720,-1,-1
317,60,5333.0,3498.293,13,3647454,-1,-1
317,70,5336.0,3588.4316,23,4551693,-1,-1
317,80,6111.0,3704.2964,8,5015485,-1,-1
317,90,4644.0,3510.483,15,5495933,-1,-1
318,50,5375.0,3021.4546,1,3493636,-1,-1
318,60,5114.0,3994.0889,6,4084875,-1,-1
318,70,4313.0,4224.193,1,4745038,-1,-1
318,80,5469.0,3702.24,18,5172768,-1,-1
318,90,4469.0,3106.5796,12,5627911,-1,-1
319,50,4509.0,3438.1418,18,2924507,-1,-1
319,60,5168.0,3262.8513,17,3719038,-1,-1
319,70,3671.0,3381.42,6,4592623,-1,-1
319,80,4943.0,3586.016,5,5055309,-1,-1
319,90,4516.0,3605.7344,19,5762074,-1,-1
320,50,5168.0,3523.6353,12,2593126,-1,-1
320,60,4244.0,3936.6833,26,2973734,-1,-1
320,70,4935.0,3733.4924,5,3477180,-1,-1
320,80,5102.0,3858.489,13,3924562,-1,-1
320,90,4656.0,3437.071,2,4238036,-1,-1
321,50,5082.0,3733.1968,4,2698215,-1,-1
321,60,4318.0,4467.6055,28,3350173,-1,-1
321,70,4428.0,3134.992,1,3938000,-1,-1
321,80,4445.0,3881.6416,10,4917937,-1,-1
321,90,4861.0,3721.0125,6,5394166,-1,-1
322,50,5523.0,3196.7754,3,2533958,-1,-1
322,60,4960.0,3391.8179,19,2964195,-1,-1
322,70,5154.0,3801.756,30,3427969,-1,-1
322,80,5863.0,4187.924,4,4173007,-1,-1
322,90,5042.0,3648.5747,25,4597212,-1,-1
323,50,4498.0,3192.7441,15,2813510,-1,-1
323,60,5237.0,3430.729,13,3561081,-1,-1
323,70,5340.0,3824.999,5,3827379,-1,-1
323,80,4379.0,3783.721,8,4365204,-1,-1
323,90,4441.0,3598.2954,12,5010608,-1,-1
324,50,4741.0,2935.9521,14,2572909,-1,-1
324,60,5292.0,3525.4265,23,3176631,-1,-1
324,70,4422.0,3315.605,3,3442221,-1,-1
324,80,4902.0,3867.641,7,3970645,-1,-1
324,90,5263.0,4160.7964,23,4380500,-1,-1
325,50,4851.0,3220.2,14,3133356,-1,-1
325,60,4228.0,3657.8296,27,3665694,-1,-1
325,70,5126.0,3770.075,1,4170489,-1,-1
325,80,4728.0,3983.4243,3,5001183,-1,-1
325,90,5060.0,3845.5315,12,5566586,-1,-1
326,50,3674.0,3622.5322,3,2325287,-1,-1
326,60,4893.0,3194.8794,27,2965856,-1,-1
326,70,4539.0,3482.8242,21,3423401,-1,-1
326,80,4705.0,4185.6245,24,4170314,-1,-1
326,90,5477.0,3020.6763,6,4581195,-1,-1
327,50,4773.0,3391.876,24,2712533,-1,-1
327,60,5064.0,3929.7131,2,2930218,-1,-1
327,70,5334.0,3553.078,8,3285748,-1,-1
327,80,5113.0,3751.8076,6,3943354,-1,-1
327,90,5206.0,3465.208,29,4457855,-1,-1
328,50,4900.0,3605.3206,2,3080897,-1,-1
328,60,4600.0,3706.9763,8,3515360,-1,-1
328,70,5036.0,3918.9863,8,3664485,-1,-1
328,80,4952.0,4224.2783,29,4056278,-1,-1
328,90,5571.0,3675.9885,4,4453376,-1,-1
329,50,4717.0,4284.329,4,2871119,-1,-1
329,60,4749.0,3377.432,3,3727919,-1,-1
329,70,5025.0,3635.2974,19,4494399,-1,-1
329,80,4918.0,3335.5012,20,4998587,-1,-1
329,90,5261.0,3466.705,23,5347772,-1,-1
330,50,5160.0,3354.0317,1,2988003,-1,-1
330,60,5076.0,4052.031,12,3582851,-1,-1
330,70,5316.0,3099.0596,15,4061180,-1,-1
330,80,6007.0,3981.9197,10,4507397,-1,-1
330,90,5496.0,4366.2466,13,5430758,-1,-1
331,50,5540.0,4176.0234,24,3382928,-1,-1
331,60,5460.0,3813.5178,1,3689486,-1,-1
331,70,4848.0,2886.5903,29,4680043,-1,-1
331,80,4874.0,3750.5254,5,5405689,-1,-1
331,90,4373.0,3508.4346,22,6334520,-1,-1
332,50,4625.0,3697.5574,30,2419903,-1,-1
332,60,4060.0,3535.0127,22,2937979,-1,-1
332,70,4934.0,3933.8848,13,3505885,-1,-1
332,80,4639.0,3754.4727,29,3882289,-1,-1
332,90,4978.0,3483.6729,1,4493856,-1,-1
333,50,5041.0,4059.3364,17,3261903,-1,-1
333,60,4266.0,3315.8154,3,3864945,-1,-1
333,70,5441.0,3138.6963,29,4578587,-1,-1
333,80,5312.0,3265.4949,30,5223005,-1,-1
333,90,4765.0,3659.3281,10,6082269,-1,-1
334,50,4800.0,3580.9949,27,3064894,-1,-1
334,60,4450.0,4398.958,9,3936583,-1,-1
334,70,3736.0,4387.5146,18,4671217,-1,-1
334,80,5806.0,3713.8245,8,5458477,-1,-1
334,90,4367.0,3356.4648,8,5866411,-1,-1
335,50,4563.0,3511.0955,15,3103905,-1,-1
335,60,5425.0,4102.4116,23,3946143,-1,-1
335,70,5665.0,4035.3486,29,4692577,-1,-1
335,80,4703.0,4187.4517,14,5188059,-1,-1
335,90,4892.0,3956.0698,15,5895199,-1,-1
336,50,5260.0,3195.2393,11,3252053,-1,-1
336,60,4717.0,2702.877,14,4226934,-1,-1
336,70,5625.0,3812.0771,13,4841266,-1,-1
336,80,4269.0,3628.52,11,5336938,-1,-1
336,90,5312.0,3966.4985,3,6213999,-1,-1
337,50,5401.0,3442.427,22,3366809,-1,-1
337,60,4784.0,3382.2224,25,3883899,-1,-1
337,70,5242.0,3676.198,28,4489816,-1,-1
337,80,5051.0,3537.416,2,5441724,-1,-1
337,90,5253.0,3361.1306,29,5950852,-1,-1
338,50,4903.0,4404.027,4,3227445,-1,-1
338,60,4751.0,3106.8213,17,4054440,-1,-1
338,70,5406.0,3796.621,28,4633897,-1,-1
338,80,5032.0,3752.516,7,5000366,-1,-1
338,90,4988.0,3621.226,7,5759723,-1,-1
339,50,3853.0,3525.5132,2,2814564,-1,-1
339,60,4762.0,3866.478,15,3287208,-1,-1
