SimID, TxID, Size, Value, NodeID, ArrivalTime, ConflictID, DependencyIDs
23,90,4700.0,4112.1826,23,5900552,-1,-1
24,50,4658.0,3610.3591,5,2774395,-1,-1
24,60,5353.0,2994.3433,24,3606843,-1,-1
24,70,5267.0,3572.9348,30,3950580,-1,-1
24,80,4777.0,3863.162,10,4617514,-1,-1
24,90,4950.0,3826.0461,18,5036613,-1,-1
25,50,4318.0,3035.498,12,2371108,-1,-1
25,60,5534.0,3100.7979,16,2760782,-1,-1
25,70,5571.0,3311.49,21,3263469,-1,-1
25,80,4931.0,3718.5137,30,3573419,-1,-1
25,90,4830.0,3372.7004,17,4032150,-1,-1
26,50,4373.0,3466.5066,27,3602024,-1,-1
26,60,4909.0,3754.463,12,4522203,-1,-1
26,70,5059.0,3708.6206,16,5021153,-1,-1
26,80,4329.0,4278.3584,2,5652771,-1,-1
26,90,4648.0,2850.0674,19,6358726,-1,-1
27,50,5097.0,4133.457,2,2947153,-1,-1
27,60,4232.0,3432.2637,2,3476893,-1,-1
27,70,4810.0,3740.8477,13,4335648,-1,-1
27,80,5576.0,4058.7754,23,4775251,-1,-1
27,90,4522.0,3251.6174,21,5039127,-1,-1
28,50,4078.0,3351.0063,26,2391900,-1,-1
28,60,5847.0,2998.2327,3,2978727,-1,-1
28,70,4836.0,3647.3428,2,3524982,-1,-1
28,80,5008.0,3361.8447,5,4559673,-1,-1
28,90,5036.0,3541.072,1,5222450,-1,-1
29,50,4783.0,3393.001,28,2985030,-1,-1
29,60,5130.0,3308.9758,4,3511626,-1,-1
29,70,4928.0,3258.0654,27,3949257,-1,-1
29,80,5152.0,3854.814,1,4663928,-1,-1
29,90,4289.0,3852.6548,13,5150593,-1,-1
30,50,4131.0,3738.3213,16,3358529,-1,-1
30,60,5175.0,3663.6719,13,4123502,-1,-1
30,70,5024.0,3639.2205,11,4881463,-1,-1
30,80,4771.0,3730.9453,2,5333510,-1,-1
30,90,5317.0,3258.5635,6,6021219,-1,-1
31,50,5217.0,3371.0042,26,2293278,-1,-1
31,60,4271.0,3752.1602,16,2661112,-1,-1
31,70,4007.0,4081.849,28,3232588,-1,-1
31,80,5755.0,3803.2046,19,3911613,-1,-1
31,90,5633.0,3812.065,3,4689765,-1,-1
32,50,5165.0,3490.9524,18,2808048,-1,-1
32,60,4877.0,3940.102,28,3169067,-1,-1
32,70,4757.0,3716.5676,14,3546103,-1,-1
32,80,4878.0,3359.0847,16,4708332,-1,-1
32,90,5449.0,3546.2715,23,5429593,-1,-1
33,50,5023.0,4493.3677,30,2471296,-1,-1
33,60,4602.0,4598.6772,11,2889183,-1,-1
33,70,4809.0,3483.8813,8,3488299,-1,-1
33,80,5735.0,3340.4587,10,3884368,-1,-1
33,90,4573.0,3610.7483,26,4562352,-1,-1
34,50,5387.0,3972.4802,25,3370822,-1,-1
34,60,5064.0,3489.1147,28,4118872,-1,-1
34,70,4444.0,3272.6384,24,4846690,-1,-1
34,80,5346.0,3028.853,21,5468175,-1,-1
34,90,4539.0,3413.2825,4,6064117,-1,-1
35,50,6162.0,3896.9773,3,2592150,-1,-1
35,60,4964.0,3375.7903,10,3560506,-1,-1
