SimID, NodeID, HashPower, ElectricPower, ElectricityCost, TotalCycles
26,1,8.8582095E10,1383.9736,0.10751399,2.6239646404522803E17
26,2,8.08249E10,1387.8018,0.12974991,3.5684153658077184E17
26,3,1.0163971E11,1358.4988,0.15108661,9.698224180961034E17
26,4,7.929042E10,1346.5173,0.025187954,6.730475083063624E17
26,5,8.499611E10,1374.4965,0.051052123,2.2929333240941773E17
26,6,7.730405E10,1422.8927,0.099164106,6.818520573522739E17
26,7,8.741412E10,1346.7252,0.054011974,2.143918718107648E17
26,8,9.822959E10,1371.3367,0.04844451,6.017760914943181E17
26,9,8.440153E10,1403.3077,0.116876885,9.01165167121195E17
26,10,8.3843056E10,1372.9902,0.12562416,6.21628344517591E17
27,1,8.8582095E10,1383.9736,0.10751399,6.021190733103104E15
27,2,8.08249E10,1387.8018,0.12974991,5.929534627455959E17
27,3,1.0163971E11,1358.4988,0.15108661,6.482700553956393E17
27,4,7.929042E10,1346.5173,0.025187954,7.855070099230556E17
27,5,8.499611E10,1374.4965,0.051052123,7.592324486562611E17
27,6,7.730405E10,1422.8927,0.099164106,5.92523667246121E17
27,7,8.741412E10,1346.7252,0.054011974,2.33499899227734E17
27,8,9.822959E10,1371.3367,0.04844451,5.440186630341591E17
27,9,8.440153E10,1403.3077,0.116876885,6.75666901691818E17
27,10,8.3843056E10,1372.9902,0.12562416,1.446743785015214E17
28,1,8.8582095E10,1383.9736,0.10751399,1.9502685770419405E17
28,2,8.08249E10,1387.8018,0.12974991,3.235630957073203E17
28,3,1.0163971E11,1358.4988,0.15108661,5.359404920037704E17
28,4,7.929042E10,1346.5173,0.025187954,2.3424712435923354E17
28,5,8.499611E10,1374.4965,0.051052123,4.84764702468096E17
28,6,7.730405E10,1422.8927,0.099164106,1.0803079174447104E17
28,7,8.741412E10,1346.7252,0.054011974,2.33499899227734E17
28,8,9.822959E10,1371.3367,0.04844451,1.0581697345349304E18
28,9,8.440153E10,1403.3077,0.116876885,7.09803775240151E17
28,10,8.3843056E10,1372.9902,0.12562416,1.0693745759931597E18
29,1,8.8582095E10,1383.9736,0.10751399,0.0
29,2,8.08249E10,1387.8018,0.12974991,3.985003882048389E17
29,3,1.0163971E11,1358.4988,0.15108661,3.8928028749317734E17
29,4,7.929042E10,1346.5173,0.025187954,2.486509422486487E17
29,5,8.499611E10,1374.4965,0.051052123,6.280006610342871E17
29,6,7.730405E10,1422.8927,0.099164106,3.7569391337496576E17
29,7,8.741412E10,1346.7252,0.054011974,3.2297944051367936E17
29,8,9.822959E10,1371.3367,0.04844451,3.906546673068851E17
29,9,8.440153E10,1403.3077,0.116876885,7.717519653569741E17
29,10,8.3843056E10,1372.9902,0.12562416,3.686989147977482E17
30,1,8.8582095E10,1383.9736,0.10751399,6.585416157879337E17
30,2,8.08249E10,1387.8018,0.12974991,3.219399700327465E17
30,3,1.0163971E11,1358.4988,0.15108661,1.541541002309796E17
30,4,7.929042E10,1346.5173,0.025187954,2.2106342740895334E17
30,5,8.499611E10,1374.4965,0.051052123,1.5814895146452582E17
30,6,7.730405E10,1422.8927,0.099164106,5.538110339879731E17
30,7,8.741412E10,1346.7252,0.054011974,4.7077975985188045E17
30,8,9.822959E10,1371.3367,0.04844451,3.8552757374910464E17
30,9,8.440153E10,1403.3077,0.116876885,3.0430903699154534E17
30,10,8.3843056E10,1372.9902,0.12562416,5.585077708415304E17
