SimID, NodeID, HashPower, ElectricPower, ElectricityCost, TotalCycles
1,1,8.8582095E10,1383.9736,0.10751399,0.0
1,2,8.08249E10,1387.8018,0.12974991,4.996365876169605E17
1,3,1.0163971E11,1358.4988,0.15108661,4.673306394589102E17
1,4,7.929042E10,1346.5173,0.025187954,3.1054559691042E17
1,5,8.499611E10,1374.4965,0.051052123,6.149642123051663E17
1,6,7.730405E10,1422.8927,0.099164106,4.438897716088013E17
1,7,8.741412E10,1346.7252,0.054011974,1.0434528276486472E18
1,8,9.822959E10,1371.3367,0.04844451,9.372021529591398E17
1,9,8.440153E10,1403.3077,0.116876885,9.002800482883338E17
1,10,8.3843056E10,1372.9902,0.12562416,9.050312873885696E17
2,1,8.8582095E10,1383.9736,0.10751399,8.234804134097715E16
2,2,8.08249E10,1387.8018,0.12974991,5.052146373781914E16
2,3,1.0163971E11,1358.4988,0.15108661,4.197669148299264E17
2,4,7.929042E10,1346.5173,0.025187954,7.672582411251057E17
2,5,8.499611E10,1374.4965,0.051052123,7.695490217890939E17
2,6,7.730405E10,1422.8927,0.099164106,8.597339417296896E17
2,7,8.741412E10,1346.7252,0.054011974,8.953622060164383E17
2,8,9.822959E10,1371.3367,0.04844451,9.618485469855498E17
2,9,8.440153E10,1403.3077,0.116876885,7.744896133461688E17
2,10,8.3843056E10,1372.9902,0.12562416,8.338642118219858E17
3,1,8.8582095E10,1383.9736,0.10751399,3.1932454453814886E17
3,2,8.08249E10,1387.8018,0.12974991,5.122399378280448E16
3,3,1.0163971E11,1358.4988,0.15108661,7.02794270553899E17
3,4,7.929042E10,1346.5173,0.025187954,6.773715319153295E17
3,5,8.499611E10,1374.4965,0.051052123,1.8821233140308378E17
3,6,7.730405E10,1422.8927,0.099164106,2.6457876718952448E17
3,7,8.741412E10,1346.7252,0.054011974,6.099287911034634E17
3,8,9.822959E10,1371.3367,0.04844451,1.0702661194200596E18
3,9,8.440153E10,1403.3077,0.116876885,8.353582235077018E16
3,10,8.3843056E10,1372.9902,0.12562416,5.585077708415304E17
4,1,8.8582095E10,1383.9736,0.10751399,1.6991684560601088E17
4,2,8.08249E10,1387.8018,0.12974991,5.78809751559209E17
4,3,1.0163971E11,1358.4988,0.15108661,8.82633639923671E17
4,4,7.929042E10,1346.5173,0.025187954,5.468530827593482E17
4,5,8.499611E10,1374.4965,0.051052123,3.954257987179479E17
4,6,7.730405E10,1422.8927,0.099164106,2.7645684426596352E17
4,7,8.741412E10,1346.7252,0.054011974,4.720619501706117E17
4,8,9.822959E10,1371.3367,0.04844451,7.286715342623949E17
4,9,8.440153E10,1403.3077,0.116876885,7.078387388458844E17
4,10,8.3843056E10,1372.9902,0.12562416,6.044059747773972E17
5,1,8.8582095E10,1383.9736,0.10751399,4.9074914598056755E17
5,2,8.08249E10,1387.8018,0.12974991,4.74684647284736E15
5,3,1.0163971E11,1358.4988,0.15108661,4.950852930662646E17
5,4,7.929042E10,1346.5173,0.025187954,2.927392686401782E17
5,5,8.499611E10,1374.4965,0.051052123,4.074287797165916E17
5,6,7.730405E10,1422.8927,0.099164106,7.66127313376297E17
5,7,8.741412E10,1346.7252,0.054011974,8.448278407430881E17
5,8,9.822959E10,1371.3367,0.04844451,0.0
5,9,8.440153E10,1403.3077,0.116876885,5.279954548014858E17
5,10,8.3843056E10,1372.9902,0.12562416,1.0153506384792125E18
